kabupaten_kota,kecamatan,desa_kelurahan,status,jenis_kelamin,jumlah_penduduk,tahun
KABUPATEN GARUT,KADUNGORA,KADUNGORA,DESA,LAKI-LAKI,3735,2019
KABUPATEN GARUT,KADUNGORA,KADUNGORA,DESA,PEREMPUAN,3548,2019
KABUPATEN GARUT,KADUNGORA,NEGLASARI,DESA,LAKI-LAKI,2597,2019
KABUPATEN GARUT,KADUNGORA,NEGLASARI,DESA,PEREMPUAN,2371,2019
KABUPATEN GARUT,KADUNGORA,CIKEMBULAN,DESA,LAKI-LAKI,2085,2019
KABUPATEN GARUT,KADUNGORA,CIKEMBULAN,DESA,PEREMPUAN,1883,2019
KABUPATEN GARUT,KADUNGORA,CISAAT,DESA,LAKI-LAKI,3370,2019
KABUPATEN GARUT,KADUNGORA,CISAAT,DESA,PEREMPUAN,3087,2019
KABUPATEN GARUT,KADUNGORA,MEKARBAKTI,DESA,LAKI-LAKI,6186,2019
KABUPATEN GARUT,KADUNGORA,MEKARBAKTI,DESA,PEREMPUAN,5901,2019
KABUPATEN GARUT,KADUNGORA,TANGGULUN,DESA,LAKI-LAKI,1661,2019
KABUPATEN GARUT,KADUNGORA,TANGGULUN,DESA,PEREMPUAN,1582,2019
KABUPATEN GARUT,KADUNGORA,HARUMANSARI,DESA,LAKI-LAKI,3843,2019
KABUPATEN GARUT,KADUNGORA,HARUMANSARI,DESA,PEREMPUAN,3757,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIJOLANG,DESA,LAKI-LAKI,2552,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIJOLANG,DESA,PEREMPUAN,2414,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIGAGADE,DESA,LAKI-LAKI,2133,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIGAGADE,DESA,PEREMPUAN,1958,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,PASIRWARU,DESA,LAKI-LAKI,3609,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,PASIRWARU,DESA,PEREMPUAN,3459,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANBARAT,DESA,LAKI-LAKI,5266,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANBARAT,DESA,PEREMPUAN,5349,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANTENGAH,DESA,LAKI-LAKI,4525,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANTENGAH,DESA,PEREMPUAN,4439,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANTIMUR,DESA,LAKI-LAKI,1722,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,LIMBANGANTIMUR,DESA,PEREMPUAN,1663,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,DUNGUSWIRU,DESA,LAKI-LAKI,2826,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,DUNGUSWIRU,DESA,PEREMPUAN,2528,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,GALIHPAKUWON,DESA,LAKI-LAKI,2019,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,GALIHPAKUWON,DESA,PEREMPUAN,1751,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,NEGLASARI,DESA,LAKI-LAKI,3455,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,NEGLASARI,DESA,PEREMPUAN,3382,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SURABAYA,DESA,LAKI-LAKI,4165,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SURABAYA,DESA,PEREMPUAN,4022,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIWANGI,DESA,LAKI-LAKI,2474,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,CIWANGI,DESA,PEREMPUAN,2203,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,PANGEUREUNAN,DESA,LAKI-LAKI,1662,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,PANGEUREUNAN,DESA,PEREMPUAN,1730,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SIMPEN KIDUL,DESA,LAKI-LAKI,4280,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SIMPEN KIDUL,DESA,PEREMPUAN,4328,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SIMPEN KALER,DESA,LAKI-LAKI,2449,2019
KABUPATEN GARUT,BLUBUR LIMBANGAN,SIMPEN KALER,DESA,PEREMPUAN,2364,2019
KABUPATEN GARUT,SELAAWI,CIGAWIR,DESA,LAKI-LAKI,2865,2019
KABUPATEN GARUT,SELAAWI,CIGAWIR,DESA,PEREMPUAN,2612,2019
KABUPATEN GARUT,SELAAWI,PUTRAJAWA,DESA,LAKI-LAKI,2388,2019
KABUPATEN GARUT,SELAAWI,PUTRAJAWA,DESA,PEREMPUAN,2348,2019
KABUPATEN GARUT,SELAAWI,MEKARSARI,DESA,LAKI-LAKI,3578,2019
KABUPATEN GARUT,SELAAWI,MEKARSARI,DESA,PEREMPUAN,3326,2019
KABUPATEN GARUT,SELAAWI,SELAAWI,DESA,LAKI-LAKI,883,2019
KABUPATEN GARUT,SELAAWI,SELAAWI,DESA,PEREMPUAN,939,2019
KABUPATEN GARUT,SELAAWI,CIRAPUHAN,DESA,LAKI-LAKI,1673,2019
KABUPATEN GARUT,SELAAWI,CIRAPUHAN,DESA,PEREMPUAN,1620,2019
KABUPATEN GARUT,SELAAWI,SAMIDA,DESA,LAKI-LAKI,676,2019
KABUPATEN GARUT,SELAAWI,SAMIDA,DESA,PEREMPUAN,646,2019
KABUPATEN GARUT,SELAAWI,PELITAASIH,DESA,LAKI-LAKI,2397,2019
KABUPATEN GARUT,SELAAWI,PELITAASIH,DESA,PEREMPUAN,2255,2019
KABUPATEN GARUT,MALANGBONG,KUTANAGARA,DESA,LAKI-LAKI,3613,2019
KABUPATEN GARUT,MALANGBONG,KUTANAGARA,DESA,PEREMPUAN,3551,2019
KABUPATEN GARUT,MALANGBONG,SANDING,DESA,LAKI-LAKI,2055,2019
KABUPATEN GARUT,MALANGBONG,SANDING,DESA,PEREMPUAN,1912,2019
KABUPATEN GARUT,MALANGBONG,KARANGMULYA,DESA,LAKI-LAKI,1750,2019
KABUPATEN GARUT,MALANGBONG,KARANGMULYA,DESA,PEREMPUAN,1628,2019
KABUPATEN GARUT,MALANGBONG,CINAGARA,DESA,LAKI-LAKI,2195,2019
KABUPATEN GARUT,MALANGBONG,CINAGARA,DESA,PEREMPUAN,2140,2019
KABUPATEN GARUT,MALANGBONG,CIKARAG,DESA,LAKI-LAKI,2589,2019
KABUPATEN GARUT,MALANGBONG,CIKARAG,DESA,PEREMPUAN,2518,2019
KABUPATEN GARUT,MALANGBONG,CAMPAKA,KELURAHAN,LAKI-LAKI,3063,2019
KABUPATEN GARUT,MALANGBONG,CAMPAKA,KELURAHAN,PEREMPUAN,2787,2019
KABUPATEN GARUT,MALANGBONG,SUKAMANAH,DESA,LAKI-LAKI,2637,2019
KABUPATEN GARUT,MALANGBONG,SUKAMANAH,DESA,PEREMPUAN,2441,2019
KABUPATEN GARUT,MALANGBONG,CIHAURKUNING,DESA,LAKI-LAKI,2403,2019
KABUPATEN GARUT,MALANGBONG,CIHAURKUNING,DESA,PEREMPUAN,2333,2019
KABUPATEN GARUT,MALANGBONG,CITERAS,DESA,LAKI-LAKI,1580,2019
KABUPATEN GARUT,MALANGBONG,CITERAS,DESA,PEREMPUAN,1525,2019
KABUPATEN GARUT,MALANGBONG,LEWOBARU,DESA,LAKI-LAKI,2660,2019
KABUPATEN GARUT,MALANGBONG,LEWOBARU,DESA,PEREMPUAN,2408,2019
KABUPATEN GARUT,MALANGBONG,SUKARATU,DESA,LAKI-LAKI,1613,2019
KABUPATEN GARUT,MALANGBONG,SUKARATU,DESA,PEREMPUAN,1551,2019
KABUPATEN GARUT,MALANGBONG,SUKARASA,DESA,LAKI-LAKI,2512,2019
KABUPATEN GARUT,MALANGBONG,SUKARASA,DESA,PEREMPUAN,2364,2019
KABUPATEN GARUT,MALANGBONG,CIBUNAR,DESA,LAKI-LAKI,3400,2019
KABUPATEN GARUT,MALANGBONG,CIBUNAR,DESA,PEREMPUAN,3261,2019
KABUPATEN GARUT,MALANGBONG,MALANGBONG,DESA,LAKI-LAKI,1862,2019
KABUPATEN GARUT,MALANGBONG,MALANGBONG,DESA,PEREMPUAN,1763,2019
KABUPATEN GARUT,MALANGBONG,CISITU,DESA,LAKI-LAKI,1900,2019
KABUPATEN GARUT,MALANGBONG,CISITU,DESA,PEREMPUAN,1896,2019
KABUPATEN GARUT,MALANGBONG,SAKAWAYANA,DESA,LAKI-LAKI,2336,2019
KABUPATEN GARUT,MALANGBONG,SAKAWAYANA,DESA,PEREMPUAN,2128,2019
KABUPATEN GARUT,MALANGBONG,SEKARWANGI,DESA,LAKI-LAKI,2536,2019
KABUPATEN GARUT,MALANGBONG,SEKARWANGI,DESA,PEREMPUAN,2442,2019
KABUPATEN GARUT,MALANGBONG,MEKARASIH,DESA,LAKI-LAKI,1889,2019
KABUPATEN GARUT,MALANGBONG,MEKARASIH,DESA,PEREMPUAN,1768,2019
KABUPATEN GARUT,MALANGBONG,CILAMPUYANG,DESA,LAKI-LAKI,2936,2019
KABUPATEN GARUT,MALANGBONG,CILAMPUYANG,DESA,PEREMPUAN,2868,2019
KABUPATEN GARUT,MALANGBONG,MEKAR MULYA,KELURAHAN,LAKI-LAKI,2248,2019
KABUPATEN GARUT,MALANGBONG,MEKAR MULYA,KELURAHAN,PEREMPUAN,2023,2019
KABUPATEN GARUT,MALANGBONG,BARUDUA,DESA,LAKI-LAKI,2520,2019
KABUPATEN GARUT,MALANGBONG,BARUDUA,DESA,PEREMPUAN,2276,2019
KABUPATEN GARUT,MALANGBONG,BUNISARI,DESA,LAKI-LAKI,3542,2019
KABUPATEN GARUT,MALANGBONG,BUNISARI,DESA,PEREMPUAN,3231,2019
KABUPATEN GARUT,MALANGBONG,SUKAJAYA,KELURAHAN,LAKI-LAKI,1575,2019
KABUPATEN GARUT,MALANGBONG,SUKAJAYA,KELURAHAN,PEREMPUAN,1495,2019
KABUPATEN GARUT,MALANGBONG,GIRIMAKMUR,DESA,LAKI-LAKI,2572,2019
KABUPATEN GARUT,MALANGBONG,GIRIMAKMUR,DESA,PEREMPUAN,2432,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIHERAS,DESA,LAKI-LAKI,3557,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIHERAS,DESA,PEREMPUAN,3463,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIPANAS,DESA,LAKI-LAKI,2961,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIPANAS,DESA,PEREMPUAN,2868,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIANDUM,DESA,LAKI-LAKI,3227,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIANDUM,DESA,PEREMPUAN,3078,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIPATUJAH,DESA,LAKI-LAKI,1660,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIPATUJAH,DESA,PEREMPUAN,1636,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,SINDANGKERTA,DESA,LAKI-LAKI,1363,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,SINDANGKERTA,DESA,PEREMPUAN,1313,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIKAWUNGADING,DESA,LAKI-LAKI,1816,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,CIKAWUNGADING,DESA,PEREMPUAN,1745,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,KERTASARI,DESA,LAKI-LAKI,1910,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,KERTASARI,DESA,PEREMPUAN,1772,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,PADAWARAS,DESA,LAKI-LAKI,1486,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,PADAWARAS,DESA,PEREMPUAN,1398,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,DARAWATI,DESA,LAKI-LAKI,2032,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,DARAWATI,DESA,PEREMPUAN,1960,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,BANTARKALONG,DESA,LAKI-LAKI,2789,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,BANTARKALONG,DESA,PEREMPUAN,2672,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,TOBONGJAYA,DESA,LAKI-LAKI,17783,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,TOBONGJAYA,DESA,PEREMPUAN,17234,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,NANGELASARI,DESA,LAKI-LAKI,1476,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,NANGELASARI,DESA,PEREMPUAN,1529,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,NAGROG,DESA,LAKI-LAKI,1569,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,NAGROG,DESA,PEREMPUAN,1512,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,PAMEUTINGAN,DESA,LAKI-LAKI,3329,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,PAMEUTINGAN,DESA,PEREMPUAN,3339,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,SUKAHURIP,DESA,LAKI-LAKI,2206,2019
KABUPATEN TASIKMALAYA,CIPATUJAH,SUKAHURIP,DESA,PEREMPUAN,2164,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIDADAP,DESA,LAKI-LAKI,3377,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIDADAP,DESA,PEREMPUAN,3310,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KUJANG,DESA,LAKI-LAKI,2668,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KUJANG,DESA,PEREMPUAN,2603,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SARIMUKTI,DESA,LAKI-LAKI,4338,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SARIMUKTI,DESA,PEREMPUAN,4208,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIAWI,DESA,LAKI-LAKI,2615,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIAWI,DESA,PEREMPUAN,2564,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKAPINIS,DESA,LAKI-LAKI,1571,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKAPINIS,DESA,PEREMPUAN,1548,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKUPA,DESA,LAKI-LAKI,4722,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKUPA,DESA,PEREMPUAN,4782,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KARANGNUNGGAL,DESA,LAKI-LAKI,2977,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KARANGNUNGGAL,DESA,PEREMPUAN,2737,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KARANGMEKAR,DESA,LAKI-LAKI,3321,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,KARANGMEKAR,DESA,PEREMPUAN,3221,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIBATUIRENG,DESA,LAKI-LAKI,3054,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIBATUIRENG,DESA,PEREMPUAN,3159,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIBATU,DESA,LAKI-LAKI,2404,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIBATU,DESA,PEREMPUAN,2280,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SUKAWANGUN,DESA,LAKI-LAKI,2645,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SUKAWANGUN,DESA,PEREMPUAN,2607,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CINTAWANGI,DESA,LAKI-LAKI,2158,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CINTAWANGI,DESA,PEREMPUAN,2040,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKUKULU,DESA,LAKI-LAKI,5078,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,CIKUKULU,DESA,PEREMPUAN,4895,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SARIMANGGU,DESA,LAKI-LAKI,2441,2019
KABUPATEN TASIKMALAYA,KARANGNUNGGAL,SARIMANGGU,DESA,PEREMPUAN,2413,2019
KABUPATEN TASIKMALAYA,CIKALONG,MANDALAJAYA,DESA,LAKI-LAKI,2250,2019
KABUPATEN TASIKMALAYA,CIKALONG,MANDALAJAYA,DESA,PEREMPUAN,2190,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKALONG,DESA,LAKI-LAKI,1641,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKALONG,DESA,PEREMPUAN,1609,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKANCRA,DESA,LAKI-LAKI,2072,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKANCRA,DESA,PEREMPUAN,1974,2019
KABUPATEN TASIKMALAYA,CIKALONG,TONJONGSARI,DESA,LAKI-LAKI,1743,2019
KABUPATEN TASIKMALAYA,CIKALONG,TONJONGSARI,DESA,PEREMPUAN,1621,2019
KABUPATEN TASIKMALAYA,CIKALONG,SINGKIR,DESA,LAKI-LAKI,2290,2019
KABUPATEN TASIKMALAYA,CIKALONG,SINGKIR,DESA,PEREMPUAN,2114,2019
KABUPATEN TASIKMALAYA,CIKALONG,PANYIARAN,DESA,LAKI-LAKI,2445,2019
KABUPATEN TASIKMALAYA,CIKALONG,PANYIARAN,DESA,PEREMPUAN,2462,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIBEBER,DESA,LAKI-LAKI,2314,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIBEBER,DESA,PEREMPUAN,2197,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIDADALI,DESA,LAKI-LAKI,1617,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIDADALI,DESA,PEREMPUAN,1599,2019
KABUPATEN TASIKMALAYA,CIKALONG,KUBANGSARI,DESA,LAKI-LAKI,3093,2019
KABUPATEN TASIKMALAYA,CIKALONG,KUBANGSARI,DESA,PEREMPUAN,3228,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKADU,DESA,LAKI-LAKI,4022,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIKADU,DESA,PEREMPUAN,4082,2019
KABUPATEN TASIKMALAYA,CIKALONG,SINDANGJAYA,DESA,LAKI-LAKI,2335,2019
KABUPATEN TASIKMALAYA,CIKALONG,SINDANGJAYA,DESA,PEREMPUAN,2443,2019
KABUPATEN TASIKMALAYA,CIKALONG,KALAPAGENEP,DESA,LAKI-LAKI,1652,2019
KABUPATEN TASIKMALAYA,CIKALONG,KALAPAGENEP,DESA,PEREMPUAN,1597,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIMANUK,DESA,LAKI-LAKI,2854,2019
KABUPATEN TASIKMALAYA,CIKALONG,CIMANUK,DESA,PEREMPUAN,2819,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,MARGALUYU,DESA,LAKI-LAKI,18326,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,MARGALUYU,DESA,PEREMPUAN,18014,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIBUNIASIH,DESA,LAKI-LAKI,13046,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIBUNIASIH,DESA,PEREMPUAN,12722,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,PANGLIARAN,DESA,LAKI-LAKI,4931,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,PANGLIARAN,DESA,PEREMPUAN,4748,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,PANCAWANGI,DESA,LAKI-LAKI,4720,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,PANCAWANGI,DESA,PEREMPUAN,4480,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,JAYAMUKTI,DESA,LAKI-LAKI,19569,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,JAYAMUKTI,DESA,PEREMPUAN,18989,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,TONJONG,DESA,LAKI-LAKI,9414,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,TONJONG,DESA,PEREMPUAN,9019,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIBONGAS,DESA,LAKI-LAKI,12374,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIBONGAS,DESA,PEREMPUAN,13229,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIKAWUNG,DESA,LAKI-LAKI,30979,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,CIKAWUNG,DESA,PEREMPUAN,30469,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,TAWANG,DESA,LAKI-LAKI,8980,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,TAWANG,DESA,PEREMPUAN,8730,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,MEKARSARI,DESA,LAKI-LAKI,2878,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,MEKARSARI,DESA,PEREMPUAN,2787,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,NEGLASARI,DESA,LAKI-LAKI,5893,2019
KABUPATEN TASIKMALAYA,PANCATENGAH,NEGLASARI,DESA,PEREMPUAN,5691,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,GUNUNGSARI,DESA,LAKI-LAKI,2375,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,GUNUNGSARI,DESA,PEREMPUAN,2241,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,CILUMBA,DESA,LAKI-LAKI,4260,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,CILUMBA,DESA,PEREMPUAN,4160,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,LINGGALAKSANA,DESA,LAKI-LAKI,3572,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,LINGGALAKSANA,DESA,PEREMPUAN,3502,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,PAKEMITAN,KELURAHAN,LAKI-LAKI,2492,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,PAKEMITAN,KELURAHAN,PEREMPUAN,2240,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,COGREG,DESA,LAKI-LAKI,3511,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,COGREG,DESA,PEREMPUAN,3351,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,LENGKONGBARANG,DESA,LAKI-LAKI,1945,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,LENGKONGBARANG,DESA,PEREMPUAN,1945,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,TANJUNGBARANG,DESA,LAKI-LAKI,2205,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,TANJUNGBARANG,DESA,PEREMPUAN,2220,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,CAYUR,DESA,LAKI-LAKI,2108,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,CAYUR,DESA,PEREMPUAN,1989,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,SINDANGASIH,DESA,LAKI-LAKI,1977,2019
KABUPATEN TASIKMALAYA,CIKATOMAS,SINDANGASIH,DESA,PEREMPUAN,1809,2019
KABUPATEN TASIKMALAYA,CIBALONG,EUREUNPALAY,DESA,LAKI-LAKI,1700,2019
KABUPATEN TASIKMALAYA,CIBALONG,EUREUNPALAY,DESA,PEREMPUAN,1690,2019
KABUPATEN TASIKMALAYA,CIBALONG,SETIAWARAS,DESA,LAKI-LAKI,1646,2019
KABUPATEN TASIKMALAYA,CIBALONG,SETIAWARAS,DESA,PEREMPUAN,1512,2019
KABUPATEN TASIKMALAYA,CIBALONG,CISEMPUR,DESA,LAKI-LAKI,3185,2019
KABUPATEN TASIKMALAYA,CIBALONG,CISEMPUR,DESA,PEREMPUAN,3150,2019
KABUPATEN TASIKMALAYA,CIBALONG,PARUNG,DESA,LAKI-LAKI,2931,2019
KABUPATEN TASIKMALAYA,CIBALONG,PARUNG,DESA,PEREMPUAN,2773,2019
KABUPATEN TASIKMALAYA,CIBALONG,CIBALONG,DESA,LAKI-LAKI,752,2019
KABUPATEN TASIKMALAYA,CIBALONG,CIBALONG,DESA,PEREMPUAN,709,2019
KABUPATEN TASIKMALAYA,CIBALONG,SINGAJAYA,DESA,LAKI-LAKI,6526,2019
KABUPATEN TASIKMALAYA,CIBALONG,SINGAJAYA,DESA,PEREMPUAN,6188,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,KARYABAKTI,DESA,LAKI-LAKI,2120,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,KARYABAKTI,DESA,PEREMPUAN,2016,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIGUNUNG,DESA,LAKI-LAKI,1136,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIGUNUNG,DESA,PEREMPUAN,1164,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIBUNGUR,DESA,LAKI-LAKI,383,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIBUNGUR,DESA,PEREMPUAN,384,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,PARUNGPONTENG,DESA,LAKI-LAKI,1892,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,PARUNGPONTENG,DESA,PEREMPUAN,1856,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,GIRIKENCANA,DESA,LAKI-LAKI,813,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,GIRIKENCANA,DESA,PEREMPUAN,816,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,BARUMEKAR,DESA,LAKI-LAKI,1964,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,BARUMEKAR,DESA,PEREMPUAN,1910,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIBANTENG,DESA,LAKI-LAKI,2272,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,CIBANTENG,DESA,PEREMPUAN,2325,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,BURUJULJAYA,DESA,LAKI-LAKI,2234,2019
KABUPATEN TASIKMALAYA,PARUNGPONTENG,BURUJULJAYA,DESA,PEREMPUAN,2219,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,SIRNAGALIH,DESA,LAKI-LAKI,2295,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,SIRNAGALIH,DESA,PEREMPUAN,2210,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,SIMPANG,DESA,LAKI-LAKI,2515,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,SIMPANG,DESA,PEREMPUAN,2446,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,HEGARWANGI,DESA,LAKI-LAKI,2322,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,HEGARWANGI,DESA,PEREMPUAN,2240,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,WANGUNSARI,DESA,LAKI-LAKI,2152,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,WANGUNSARI,DESA,PEREMPUAN,2084,2019
KABUPATEN TASIKMALAYA,BANTARKALONG,PAMIJAHAN,DESA,LAKI-LAKI,3474,2019
