kabupaten_kota,kecamatan,desa_kelurahan,status,jenis_kelamin,jumlah_penduduk,tahun
KABUPATEN SUKABUMI,CISAAT,PADAASIH,DESA,LAKI-LAKI,4823,2020
KABUPATEN SUKABUMI,CISAAT,PADAASIH,DESA,PEREMPUAN,4613,2020
KABUPATEN SUKABUMI,CISAAT,CISAAT,DESA,LAKI-LAKI,4399,2020
KABUPATEN SUKABUMI,CISAAT,CISAAT,DESA,PEREMPUAN,4454,2020
KABUPATEN SUKABUMI,CISAAT,BABAKAN,DESA,LAKI-LAKI,3424,2020
KABUPATEN SUKABUMI,CISAAT,BABAKAN,DESA,PEREMPUAN,3379,2020
KABUPATEN SUKABUMI,CISAAT,SUKAMANTRI,DESA,LAKI-LAKI,4222,2020
KABUPATEN SUKABUMI,CISAAT,SUKAMANTRI,DESA,PEREMPUAN,4406,2020
KABUPATEN SUKABUMI,CISAAT,SUKAMANAH,DESA,LAKI-LAKI,5600,2020
KABUPATEN SUKABUMI,CISAAT,SUKAMANAH,DESA,PEREMPUAN,5504,2020
KABUPATEN SUKABUMI,CISAAT,NAGRAK,DESA,LAKI-LAKI,5338,2020
KABUPATEN SUKABUMI,CISAAT,NAGRAK,DESA,PEREMPUAN,5412,2020
KABUPATEN SUKABUMI,CISAAT,CIBATU,DESA,LAKI-LAKI,5736,2020
KABUPATEN SUKABUMI,CISAAT,CIBATU,DESA,PEREMPUAN,5543,2020
KABUPATEN SUKABUMI,CISAAT,CIBOLANG KALER,DESA,LAKI-LAKI,5744,2020
KABUPATEN SUKABUMI,CISAAT,CIBOLANG KALER,DESA,PEREMPUAN,5587,2020
KABUPATEN SUKABUMI,CISAAT,KUTASIRNA,DESA,LAKI-LAKI,2654,2020
KABUPATEN SUKABUMI,CISAAT,KUTASIRNA,DESA,PEREMPUAN,2477,2020
KABUPATEN SUKABUMI,CISAAT,SELAJAMBE,DESA,LAKI-LAKI,5111,2020
KABUPATEN SUKABUMI,CISAAT,SELAJAMBE,DESA,PEREMPUAN,5026,2020
KABUPATEN SUKABUMI,CISAAT,SUKASARI,DESA,LAKI-LAKI,5379,2020
KABUPATEN SUKABUMI,CISAAT,SUKASARI,DESA,PEREMPUAN,5206,2020
KABUPATEN SUKABUMI,CISAAT,GUNUNGJAYA,DESA,LAKI-LAKI,3692,2020
KABUPATEN SUKABUMI,CISAAT,GUNUNGJAYA,DESA,PEREMPUAN,3466,2020
KABUPATEN SUKABUMI,CISAAT,SUKARESMI,DESA,LAKI-LAKI,8020,2020
KABUPATEN SUKABUMI,CISAAT,SUKARESMI,DESA,PEREMPUAN,7963,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,SIRNARESMI,DESA,LAKI-LAKI,4747,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,SIRNARESMI,DESA,PEREMPUAN,4692,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,KEBONMANGGU,DESA,LAKI-LAKI,3156,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,KEBONMANGGU,DESA,PEREMPUAN,3177,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,GUNUNG GURUH,DESA,LAKI-LAKI,5299,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,GUNUNG GURUH,DESA,PEREMPUAN,5233,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIKUJANG,DESA,LAKI-LAKI,4726,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIKUJANG,DESA,PEREMPUAN,4586,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIBENTANG,DESA,LAKI-LAKI,1941,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIBENTANG,DESA,PEREMPUAN,1909,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIBOLANG,DESA,LAKI-LAKI,4648,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,CIBOLANG,DESA,PEREMPUAN,4486,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,MANGKALAYA,DESA,LAKI-LAKI,3354,2020
KABUPATEN SUKABUMI,GUNUNGGURUH,MANGKALAYA,DESA,PEREMPUAN,3362,2020
KABUPATEN SUKABUMI,CIBADAK,NEGLASARI,DESA,LAKI-LAKI,3152,2020
KABUPATEN SUKABUMI,CIBADAK,NEGLASARI,DESA,PEREMPUAN,3015,2020
KABUPATEN SUKABUMI,CIBADAK,TENJOJAYA,DESA,LAKI-LAKI,3245,2020
KABUPATEN SUKABUMI,CIBADAK,TENJOJAYA,DESA,PEREMPUAN,3160,2020
KABUPATEN SUKABUMI,CIBADAK,SEKARWANGI,DESA,LAKI-LAKI,7143,2020
KABUPATEN SUKABUMI,CIBADAK,SEKARWANGI,DESA,PEREMPUAN,6987,2020
KABUPATEN SUKABUMI,CIBADAK,BATUNUNGGAL,DESA,LAKI-LAKI,3932,2020
KABUPATEN SUKABUMI,CIBADAK,BATUNUNGGAL,DESA,PEREMPUAN,3852,2020
KABUPATEN SUKABUMI,CIBADAK,KARANGTENGAH,DESA,LAKI-LAKI,8323,2020
KABUPATEN SUKABUMI,CIBADAK,KARANGTENGAH,DESA,PEREMPUAN,8451,2020
KABUPATEN SUKABUMI,CIBADAK,CIBADAK,DESA,LAKI-LAKI,16183,2020
KABUPATEN SUKABUMI,CIBADAK,CIBADAK,DESA,PEREMPUAN,15637,2020
KABUPATEN SUKABUMI,CIBADAK,WARNAJATI,DESA,LAKI-LAKI,3647,2020
KABUPATEN SUKABUMI,CIBADAK,WARNAJATI,DESA,PEREMPUAN,3491,2020
KABUPATEN SUKABUMI,CIBADAK,SUKASIRNA,DESA,LAKI-LAKI,5630,2020
KABUPATEN SUKABUMI,CIBADAK,SUKASIRNA,DESA,PEREMPUAN,5370,2020
KABUPATEN SUKABUMI,CIBADAK,PAMURUYAN,DESA,LAKI-LAKI,4229,2020
KABUPATEN SUKABUMI,CIBADAK,PAMURUYAN,DESA,PEREMPUAN,4120,2020
KABUPATEN SUKABUMI,CIBADAK,CIHEULANG TONGGOH,DESA,LAKI-LAKI,5130,2020
KABUPATEN SUKABUMI,CIBADAK,CIHEULANG TONGGOH,DESA,PEREMPUAN,4900,2020
KABUPATEN SUKABUMI,CICANTAYAN,HEGARMANAH,DESA,LAKI-LAKI,3461,2020
KABUPATEN SUKABUMI,CICANTAYAN,HEGARMANAH,DESA,PEREMPUAN,3318,2020
KABUPATEN SUKABUMI,CICANTAYAN,CICANTAYAN,DESA,LAKI-LAKI,4695,2020
KABUPATEN SUKABUMI,CICANTAYAN,CICANTAYAN,DESA,PEREMPUAN,4493,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIMAHI,DESA,LAKI-LAKI,4846,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIMAHI,DESA,PEREMPUAN,4676,2020
KABUPATEN SUKABUMI,CICANTAYAN,CISANDE,DESA,LAKI-LAKI,3875,2020
KABUPATEN SUKABUMI,CICANTAYAN,CISANDE,DESA,PEREMPUAN,3847,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIJALINGAN,DESA,LAKI-LAKI,4458,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIJALINGAN,DESA,PEREMPUAN,4324,2020
KABUPATEN SUKABUMI,CICANTAYAN,LEMBURSAWAH,DESA,LAKI-LAKI,5293,2020
KABUPATEN SUKABUMI,CICANTAYAN,LEMBURSAWAH,DESA,PEREMPUAN,4918,2020
KABUPATEN SUKABUMI,CICANTAYAN,SUKADAMAI,DESA,LAKI-LAKI,2470,2020
KABUPATEN SUKABUMI,CICANTAYAN,SUKADAMAI,DESA,PEREMPUAN,2398,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIMANGGIS,DESA,LAKI-LAKI,1362,2020
KABUPATEN SUKABUMI,CICANTAYAN,CIMANGGIS,DESA,PEREMPUAN,1320,2020
KABUPATEN SUKABUMI,CARINGIN,CIJENGKOL,DESA,LAKI-LAKI,3372,2020
KABUPATEN SUKABUMI,CARINGIN,CIJENGKOL,DESA,PEREMPUAN,3252,2020
KABUPATEN SUKABUMI,CARINGIN,MEKARJAYA,DESA,LAKI-LAKI,3763,2020
KABUPATEN SUKABUMI,CARINGIN,MEKARJAYA,DESA,PEREMPUAN,3582,2020
KABUPATEN SUKABUMI,CARINGIN,TALAGA,DESA,LAKI-LAKI,2752,2020
KABUPATEN SUKABUMI,CARINGIN,TALAGA,DESA,PEREMPUAN,2553,2020
KABUPATEN SUKABUMI,CARINGIN,CARINGIN KULON,DESA,LAKI-LAKI,2623,2020
KABUPATEN SUKABUMI,CARINGIN,CARINGIN KULON,DESA,PEREMPUAN,2547,2020
KABUPATEN SUKABUMI,CARINGIN,CARINGIN WETAN,DESA,LAKI-LAKI,2482,2020
KABUPATEN SUKABUMI,CARINGIN,CARINGIN WETAN,DESA,PEREMPUAN,2377,2020
KABUPATEN SUKABUMI,CARINGIN,SEUSEUPAN,DESA,LAKI-LAKI,3409,2020
KABUPATEN SUKABUMI,CARINGIN,SEUSEUPAN,DESA,PEREMPUAN,3218,2020
KABUPATEN SUKABUMI,CARINGIN,SUKAMULYA,DESA,LAKI-LAKI,2323,2020
KABUPATEN SUKABUMI,CARINGIN,SUKAMULYA,DESA,PEREMPUAN,2246,2020
KABUPATEN SUKABUMI,CARINGIN,CIKEMBANG,DESA,LAKI-LAKI,1698,2020
KABUPATEN SUKABUMI,CARINGIN,CIKEMBANG,DESA,PEREMPUAN,1627,2020
KABUPATEN SUKABUMI,CARINGIN,PASIRDATAR INDAH,DESA,LAKI-LAKI,5510,2020
KABUPATEN SUKABUMI,CARINGIN,PASIRDATAR INDAH,DESA,PEREMPUAN,5363,2020
KABUPATEN SUKABUMI,NAGRAK,CISARUA,DESA,LAKI-LAKI,6831,2020
KABUPATEN SUKABUMI,NAGRAK,CISARUA,DESA,PEREMPUAN,6749,2020
KABUPATEN SUKABUMI,NAGRAK,BALEKAMBANG,DESA,LAKI-LAKI,4234,2020
KABUPATEN SUKABUMI,NAGRAK,BALEKAMBANG,DESA,PEREMPUAN,4071,2020
KABUPATEN SUKABUMI,NAGRAK,NAGRAK SELATAN,DESA,LAKI-LAKI,3678,2020
KABUPATEN SUKABUMI,NAGRAK,NAGRAK SELATAN,DESA,PEREMPUAN,3641,2020
KABUPATEN SUKABUMI,NAGRAK,NAGRAK UTARA,DESA,LAKI-LAKI,7999,2020
KABUPATEN SUKABUMI,NAGRAK,NAGRAK UTARA,DESA,PEREMPUAN,7850,2020
KABUPATEN SUKABUMI,NAGRAK,KALAPAREA,DESA,LAKI-LAKI,4366,2020
KABUPATEN SUKABUMI,NAGRAK,KALAPAREA,DESA,PEREMPUAN,4146,2020
KABUPATEN SUKABUMI,NAGRAK,DARMAREJA,DESA,LAKI-LAKI,3811,2020
KABUPATEN SUKABUMI,NAGRAK,DARMAREJA,DESA,PEREMPUAN,3644,2020
KABUPATEN SUKABUMI,NAGRAK,GIRIJAYA,DESA,LAKI-LAKI,5275,2020
KABUPATEN SUKABUMI,NAGRAK,GIRIJAYA,DESA,PEREMPUAN,5135,2020
KABUPATEN SUKABUMI,NAGRAK,BABAKAN PANJANG,DESA,LAKI-LAKI,2360,2020
KABUPATEN SUKABUMI,NAGRAK,BABAKAN PANJANG,DESA,PEREMPUAN,2304,2020
KABUPATEN SUKABUMI,NAGRAK,PAWENANG,DESA,LAKI-LAKI,2825,2020
KABUPATEN SUKABUMI,NAGRAK,PAWENANG,DESA,PEREMPUAN,2744,2020
KABUPATEN SUKABUMI,NAGRAK,CIHANYAWAR,DESA,LAKI-LAKI,2894,2020
KABUPATEN SUKABUMI,NAGRAK,CIHANYAWAR,DESA,PEREMPUAN,2797,2020
KABUPATEN SUKABUMI,CIAMBAR,MUNJUL,DESA,LAKI-LAKI,2883,2020
KABUPATEN SUKABUMI,CIAMBAR,MUNJUL,DESA,PEREMPUAN,2639,2020
KABUPATEN SUKABUMI,CIAMBAR,CIAMBAR,DESA,LAKI-LAKI,4820,2020
KABUPATEN SUKABUMI,CIAMBAR,CIAMBAR,DESA,PEREMPUAN,4516,2020
KABUPATEN SUKABUMI,CIAMBAR,GINANJAR,DESA,LAKI-LAKI,2568,2020
KABUPATEN SUKABUMI,CIAMBAR,GINANJAR,DESA,PEREMPUAN,2398,2020
KABUPATEN SUKABUMI,CIAMBAR,WANGUNJAYA,DESA,LAKI-LAKI,3481,2020
KABUPATEN SUKABUMI,CIAMBAR,WANGUNJAYA,DESA,PEREMPUAN,3190,2020
KABUPATEN SUKABUMI,CIAMBAR,CIBUNARJAYA,DESA,LAKI-LAKI,7357,2020
KABUPATEN SUKABUMI,CIAMBAR,CIBUNARJAYA,DESA,PEREMPUAN,7240,2020
KABUPATEN SUKABUMI,CIAMBAR,AMBARJAYA,DESA,LAKI-LAKI,4421,2020
KABUPATEN SUKABUMI,CIAMBAR,AMBARJAYA,DESA,PEREMPUAN,4271,2020
KABUPATEN SUKABUMI,CICURUG,MEKARSARI,DESA,LAKI-LAKI,5223,2020
KABUPATEN SUKABUMI,CICURUG,MEKARSARI,DESA,PEREMPUAN,5086,2020
KABUPATEN SUKABUMI,CICURUG,NYANGKOWEK,DESA,LAKI-LAKI,3794,2020
KABUPATEN SUKABUMI,CICURUG,NYANGKOWEK,DESA,PEREMPUAN,3865,2020
KABUPATEN SUKABUMI,CICURUG,PURWASARI,DESA,LAKI-LAKI,5482,2020
KABUPATEN SUKABUMI,CICURUG,PURWASARI,DESA,PEREMPUAN,5488,2020
KABUPATEN SUKABUMI,CICURUG,CARINGIN,DESA,LAKI-LAKI,2951,2020
KABUPATEN SUKABUMI,CICURUG,CARINGIN,DESA,PEREMPUAN,2754,2020
KABUPATEN SUKABUMI,CICURUG,BANGBAYANG,DESA,LAKI-LAKI,3535,2020
KABUPATEN SUKABUMI,CICURUG,BANGBAYANG,DESA,PEREMPUAN,3319,2020
KABUPATEN SUKABUMI,CICURUG,CISAAT,DESA,LAKI-LAKI,5219,2020
KABUPATEN SUKABUMI,CICURUG,CISAAT,DESA,PEREMPUAN,5078,2020
KABUPATEN SUKABUMI,CICURUG,TENJOLAYA,DESA,LAKI-LAKI,3333,2020
KABUPATEN SUKABUMI,CICURUG,TENJOLAYA,DESA,PEREMPUAN,3129,2020
KABUPATEN SUKABUMI,CICURUG,PASAWAHAN,DESA,LAKI-LAKI,5381,2020
KABUPATEN SUKABUMI,CICURUG,PASAWAHAN,DESA,PEREMPUAN,5232,2020
KABUPATEN SUKABUMI,CICURUG,CICURUG,KELURAHAN,LAKI-LAKI,5810,2020
KABUPATEN SUKABUMI,CICURUG,CICURUG,KELURAHAN,PEREMPUAN,5709,2020
KABUPATEN SUKABUMI,CICURUG,NANGGERANG,DESA,LAKI-LAKI,3402,2020
KABUPATEN SUKABUMI,CICURUG,NANGGERANG,DESA,PEREMPUAN,3174,2020
KABUPATEN SUKABUMI,CICURUG,TENJOAYU,DESA,LAKI-LAKI,4021,2020
KABUPATEN SUKABUMI,CICURUG,TENJOAYU,DESA,PEREMPUAN,3995,2020
KABUPATEN SUKABUMI,CICURUG,BENDA,DESA,LAKI-LAKI,9455,2020
KABUPATEN SUKABUMI,CICURUG,BENDA,DESA,PEREMPUAN,9415,2020
KABUPATEN SUKABUMI,CICURUG,KUTAJAYA,DESA,LAKI-LAKI,10283,2020
KABUPATEN SUKABUMI,CICURUG,KUTAJAYA,DESA,PEREMPUAN,9730,2020
KABUPATEN SUKABUMI,CIDAHU,PONDOK KASO TENGAH,DESA,LAKI-LAKI,3620,2020
KABUPATEN SUKABUMI,CIDAHU,PONDOK KASO TENGAH,DESA,PEREMPUAN,3510,2020
KABUPATEN SUKABUMI,CIDAHU,PASIRDOTON,DESA,LAKI-LAKI,3005,2020
KABUPATEN SUKABUMI,CIDAHU,PASIRDOTON,DESA,PEREMPUAN,2759,2020
KABUPATEN SUKABUMI,CIDAHU,PONDOK KASO TONGGOH,DESA,LAKI-LAKI,4150,2020
KABUPATEN SUKABUMI,CIDAHU,PONDOK KASO TONGGOH,DESA,PEREMPUAN,4162,2020
KABUPATEN SUKABUMI,CIDAHU,BABAKAN PARI,DESA,LAKI-LAKI,3744,2020
KABUPATEN SUKABUMI,CIDAHU,BABAKAN PARI,DESA,PEREMPUAN,3624,2020
KABUPATEN SUKABUMI,CIDAHU,TANGKIL,DESA,LAKI-LAKI,4392,2020
KABUPATEN SUKABUMI,CIDAHU,TANGKIL,DESA,PEREMPUAN,4306,2020
KABUPATEN SUKABUMI,CIDAHU,JAYABAKTI,DESA,LAKI-LAKI,7100,2020
KABUPATEN SUKABUMI,CIDAHU,JAYABAKTI,DESA,PEREMPUAN,6675,2020
KABUPATEN SUKABUMI,CIDAHU,CIDAHU,DESA,LAKI-LAKI,5849,2020
KABUPATEN SUKABUMI,CIDAHU,CIDAHU,DESA,PEREMPUAN,5643,2020
KABUPATEN SUKABUMI,CIDAHU,GIRIJAYA,DESA,LAKI-LAKI,4022,2020
KABUPATEN SUKABUMI,CIDAHU,GIRIJAYA,DESA,PEREMPUAN,3816,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,SUKATANI,DESA,LAKI-LAKI,3336,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,SUKATANI,DESA,PEREMPUAN,3280,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,SUKAKERSA,DESA,LAKI-LAKI,4002,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,SUKAKERSA,DESA,PEREMPUAN,3859,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,BOJONGLONGOK,DESA,LAKI-LAKI,3914,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,BOJONGLONGOK,DESA,PEREMPUAN,3747,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,BOJONGASIH,DESA,LAKI-LAKI,3367,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,BOJONGASIH,DESA,PEREMPUAN,3328,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,LEBAKSARI,DESA,LAKI-LAKI,3789,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,LEBAKSARI,DESA,PEREMPUAN,3594,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,PARAKANSALAK,DESA,LAKI-LAKI,4319,2020
KABUPATEN SUKABUMI,PARAKAN SALAK,PARAKANSALAK,DESA,PEREMPUAN,4196,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PALASARI HILIR,DESA,LAKI-LAKI,6007,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PALASARI HILIR,DESA,PEREMPUAN,5712,2020
KABUPATEN SUKABUMI,PARUNG KUDA,SUNDAWENANG,DESA,LAKI-LAKI,7523,2020
KABUPATEN SUKABUMI,PARUNG KUDA,SUNDAWENANG,DESA,PEREMPUAN,7502,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PARUNGKUDA,DESA,LAKI-LAKI,3602,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PARUNGKUDA,DESA,PEREMPUAN,3590,2020
KABUPATEN SUKABUMI,PARUNG KUDA,LANGENSARI,DESA,LAKI-LAKI,3662,2020
KABUPATEN SUKABUMI,PARUNG KUDA,LANGENSARI,DESA,PEREMPUAN,3608,2020
KABUPATEN SUKABUMI,PARUNG KUDA,BOJONG KOKOSAN,DESA,LAKI-LAKI,3744,2020
KABUPATEN SUKABUMI,PARUNG KUDA,BOJONG KOKOSAN,DESA,PEREMPUAN,3718,2020
KABUPATEN SUKABUMI,PARUNG KUDA,KOMPA,DESA,LAKI-LAKI,3340,2020
KABUPATEN SUKABUMI,PARUNG KUDA,KOMPA,DESA,PEREMPUAN,3351,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PONDOK KASO LANDEUH,DESA,LAKI-LAKI,5995,2020
KABUPATEN SUKABUMI,PARUNG KUDA,PONDOK KASO LANDEUH,DESA,PEREMPUAN,5857,2020
KABUPATEN SUKABUMI,PARUNG KUDA,BABAKANJAYA,DESA,LAKI-LAKI,4505,2020
KABUPATEN SUKABUMI,PARUNG KUDA,BABAKANJAYA,DESA,PEREMPUAN,4413,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BEREKAH,DESA,LAKI-LAKI,4216,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BEREKAH,DESA,PEREMPUAN,4093,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BOJONG GENTENG,DESA,LAKI-LAKI,4867,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BOJONG GENTENG,DESA,PEREMPUAN,4653,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BOJONG GALING,DESA,LAKI-LAKI,3182,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,BOJONG GALING,DESA,PEREMPUAN,2979,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,CIBODAS,DESA,LAKI-LAKI,4498,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,CIBODAS,DESA,PEREMPUAN,4348,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,CIPANENGAH,KELURAHAN,LAKI-LAKI,3044,2020
KABUPATEN SUKABUMI,BOJONG GENTENG,CIPANENGAH,KELURAHAN,PEREMPUAN,2900,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,WALANGSARI,DESA,LAKI-LAKI,3170,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,WALANGSARI,DESA,PEREMPUAN,3010,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,PALASARI GIRANG,DESA,LAKI-LAKI,3952,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,PALASARI GIRANG,DESA,PEREMPUAN,3794,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,KALAPANUNGGAL,DESA,LAKI-LAKI,2949,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,KALAPANUNGGAL,DESA,PEREMPUAN,3006,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,KADUNUNGGAL,DESA,LAKI-LAKI,2986,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,KADUNUNGGAL,DESA,PEREMPUAN,2788,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,MAKASARI,DESA,LAKI-LAKI,3578,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,MAKASARI,DESA,PEREMPUAN,3486,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,GUNUNG ENDUT,DESA,LAKI-LAKI,4430,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,GUNUNG ENDUT,DESA,PEREMPUAN,4206,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,PULOSARI,DESA,LAKI-LAKI,5038,2020
KABUPATEN SUKABUMI,KALAPA NUNGGAL,PULOSARI,DESA,PEREMPUAN,4869,2020
KABUPATEN SUKABUMI,CIKIDANG,SAMPORA,DESA,LAKI-LAKI,2252,2020
KABUPATEN SUKABUMI,CIKIDANG,SAMPORA,DESA,PEREMPUAN,2142,2020
KABUPATEN SUKABUMI,CIKIDANG,CIJAMBE,DESA,LAKI-LAKI,2144,2020
KABUPATEN SUKABUMI,CIKIDANG,CIJAMBE,DESA,PEREMPUAN,1895,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKIRAY,DESA,LAKI-LAKI,2142,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKIRAY,DESA,PEREMPUAN,1967,2020
KABUPATEN SUKABUMI,CIKIDANG,MEKARNANGKA,DESA,LAKI-LAKI,1866,2020
KABUPATEN SUKABUMI,CIKIDANG,MEKARNANGKA,DESA,PEREMPUAN,1770,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKIDANG,DESA,LAKI-LAKI,5153,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKIDANG,DESA,PEREMPUAN,4863,2020
KABUPATEN SUKABUMI,CIKIDANG,GUNUNG MALANG,DESA,LAKI-LAKI,2352,2020
KABUPATEN SUKABUMI,CIKIDANG,GUNUNG MALANG,DESA,PEREMPUAN,2187,2020
KABUPATEN SUKABUMI,CIKIDANG,NANGKAKONENG,DESA,LAKI-LAKI,2867,2020
KABUPATEN SUKABUMI,CIKIDANG,NANGKAKONENG,DESA,PEREMPUAN,2692,2020
KABUPATEN SUKABUMI,CIKIDANG,PANGKALAN,DESA,LAKI-LAKI,4899,2020
KABUPATEN SUKABUMI,CIKIDANG,PANGKALAN,DESA,PEREMPUAN,4723,2020
KABUPATEN SUKABUMI,CIKIDANG,BUMISARI,DESA,LAKI-LAKI,2446,2020
KABUPATEN SUKABUMI,CIKIDANG,BUMISARI,DESA,PEREMPUAN,2386,2020
KABUPATEN SUKABUMI,CIKIDANG,CICAREUH,DESA,LAKI-LAKI,3069,2020
KABUPATEN SUKABUMI,CIKIDANG,CICAREUH,DESA,PEREMPUAN,2785,2020
KABUPATEN SUKABUMI,CIKIDANG,TAMANSARI,DESA,LAKI-LAKI,3505,2020
KABUPATEN SUKABUMI,CIKIDANG,TAMANSARI,DESA,PEREMPUAN,3117,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKARAE THOYIBAH,DESA,LAKI-LAKI,1991,2020
KABUPATEN SUKABUMI,CIKIDANG,CIKARAE THOYIBAH,DESA,PEREMPUAN,1876,2020
KABUPATEN SUKABUMI,CISOLOK,PASIRBARU,DESA,LAKI-LAKI,4270,2020
KABUPATEN SUKABUMI,CISOLOK,PASIRBARU,DESA,PEREMPUAN,3928,2020
KABUPATEN SUKABUMI,CISOLOK,CIKAHURIPAN,DESA,LAKI-LAKI,3654,2020
KABUPATEN SUKABUMI,CISOLOK,CIKAHURIPAN,DESA,PEREMPUAN,3510,2020
KABUPATEN SUKABUMI,CISOLOK,CISOLOK,DESA,LAKI-LAKI,2975,2020
KABUPATEN SUKABUMI,CISOLOK,CISOLOK,DESA,PEREMPUAN,2967,2020
KABUPATEN SUKABUMI,CISOLOK,KARANGPAPAK,DESA,LAKI-LAKI,4329,2020
KABUPATEN SUKABUMI,CISOLOK,KARANGPAPAK,DESA,PEREMPUAN,4199,2020
KABUPATEN SUKABUMI,CISOLOK,SIRNARESMI,DESA,LAKI-LAKI,2639,2020
KABUPATEN SUKABUMI,CISOLOK,SIRNARESMI,DESA,PEREMPUAN,2371,2020
KABUPATEN SUKABUMI,CISOLOK,CICADAS,DESA,LAKI-LAKI,2767,2020
KABUPATEN SUKABUMI,CISOLOK,CICADAS,DESA,PEREMPUAN,2695,2020
KABUPATEN SUKABUMI,CISOLOK,CIKELAT,DESA,LAKI-LAKI,2755,2020
KABUPATEN SUKABUMI,CISOLOK,CIKELAT,DESA,PEREMPUAN,2738,2020
KABUPATEN SUKABUMI,CISOLOK,GUNUNG KRAMAT,DESA,LAKI-LAKI,2424,2020
KABUPATEN SUKABUMI,CISOLOK,GUNUNG KRAMAT,DESA,PEREMPUAN,2279,2020
KABUPATEN SUKABUMI,CISOLOK,GUNUNG TANJUNG,DESA,LAKI-LAKI,1741,2020
KABUPATEN SUKABUMI,CISOLOK,GUNUNG TANJUNG,DESA,PEREMPUAN,1636,2020
KABUPATEN SUKABUMI,CISOLOK,CARINGIN,DESA,LAKI-LAKI,3528,2020
KABUPATEN SUKABUMI,CISOLOK,CARINGIN,DESA,PEREMPUAN,3142,2020
KABUPATEN SUKABUMI,CISOLOK,SUKARAME,DESA,LAKI-LAKI,3016,2020
KABUPATEN SUKABUMI,CISOLOK,SUKARAME,DESA,PEREMPUAN,2847,2020
KABUPATEN SUKABUMI,CISOLOK,WANGUNSARI,DESA,LAKI-LAKI,712,2020
KABUPATEN SUKABUMI,CISOLOK,WANGUNSARI,DESA,PEREMPUAN,638,2020
KABUPATEN SUKABUMI,CISOLOK,WANAJAYA,DESA,LAKI-LAKI,2332,2020
KABUPATEN SUKABUMI,CISOLOK,WANAJAYA,DESA,PEREMPUAN,2311,2020
