id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pemerintahan,jenis_kelamin,jumlah_penduduk,satuan,tahun
2848,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260001,SULAEMAN,32.04.09,MARGAHAYU,32.04.09.1004,SULAIMAN,KELURAHAN,PEREMPUAN,15240,JIWA,2019
2849,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260002,SUKAMENAK,32.04.09,MARGAHAYU,32.04.09.2003,SUKAMENAK,DESA,LAKI-LAKI,12083,JIWA,2019
2850,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260002,SUKAMENAK,32.04.09,MARGAHAYU,32.04.09.2003,SUKAMENAK,DESA,PEREMPUAN,11573,JIWA,2019
2851,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260003,SAYATI,32.04.09,MARGAHAYU,32.04.09.2005,SAYATI,DESA,LAKI-LAKI,2292,JIWA,2019
2852,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260003,SAYATI,32.04.09,MARGAHAYU,32.04.09.2005,SAYATI,DESA,PEREMPUAN,2168,JIWA,2019
2853,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260004,MARGAHAYU SELATAN,32.04.09,MARGAHAYU,32.04.09.2002,MAGAHAYU SELATAN,DESA,LAKI-LAKI,16496,JIWA,2019
2854,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260004,MARGAHAYU SELATAN,32.04.09,MARGAHAYU,32.04.09.2002,MAGAHAYU SELATAN,DESA,PEREMPUAN,16248,JIWA,2019
2855,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260005,MARGAHAYU TENGAH,32.04.09,MARGAHAYU,32.04.09.2001,MARGAHAYU TENGAH,DESA,LAKI-LAKI,14675,JIWA,2019
2856,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204260,MARGAHAYU,3204260005,MARGAHAYU TENGAH,32.04.09,MARGAHAYU,32.04.09.2001,MARGAHAYU TENGAH,DESA,PEREMPUAN,14209,JIWA,2019
2857,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270001,CANGKUANG KULON,32.04.12,DAYEUHKOLOT,32.04.12.2004,CANGKUANG KULON,DESA,LAKI-LAKI,9349,JIWA,2019
2858,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270001,CANGKUANG KULON,32.04.12,DAYEUHKOLOT,32.04.12.2004,CANGKUANG KULON,DESA,PEREMPUAN,9054,JIWA,2019
2859,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270002,CANGKUANG WETAN,32.04.12,DAYEUHKOLOT,32.04.12.2003,CANGKUANG WETAN,DESA,LAKI-LAKI,9716,JIWA,2019
2860,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270002,CANGKUANG WETAN,32.04.12,DAYEUHKOLOT,32.04.12.2003,CANGKUANG WETAN,DESA,PEREMPUAN,9283,JIWA,2019
2861,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270003,PASAWAHAN,32.04.12,DAYEUHKOLOT,32.04.12.1001,PASAWAHAN,KELURAHAN,LAKI-LAKI,4021,JIWA,2019
2862,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270003,PASAWAHAN,32.04.12,DAYEUHKOLOT,32.04.12.1001,PASAWAHAN,KELURAHAN,PEREMPUAN,3889,JIWA,2019
2863,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270004,DAYEUHKOLOT,32.04.12,DAYEUHKOLOT,32.04.12.2002,DAYEUHKOLOT,DESA,LAKI-LAKI,5567,JIWA,2019
2864,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270004,DAYEUHKOLOT,32.04.12,DAYEUHKOLOT,32.04.12.2002,DAYEUHKOLOT,DESA,PEREMPUAN,5340,JIWA,2019
2865,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270005,CITEUREUP,32.04.12,DAYEUHKOLOT,32.04.12.2006,CITEUREUP,DESA,LAKI-LAKI,7162,JIWA,2019
2866,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270005,CITEUREUP,32.04.12,DAYEUHKOLOT,32.04.12.2006,CITEUREUP,DESA,PEREMPUAN,6844,JIWA,2019
2867,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270006,SUKAPURA,32.04.12,DAYEUHKOLOT,32.04.12.2005,SUKAPURA,KELURAHAN,LAKI-LAKI,2427,JIWA,2019
2868,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204270,DAYEUHKOLOT,3204270006,SUKAPURA,32.04.12,DAYEUHKOLOT,32.04.12.2005,SUKAPURA,KELURAHAN,PEREMPUAN,2316,JIWA,2019
2869,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280001,BOJONGSARI,32.04.08,BOJONGSOANG,32.04.08.2005,BOJONGSARI,DESA,LAKI-LAKI,9051,JIWA,2019
2870,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280001,BOJONGSARI,32.04.08,BOJONGSOANG,32.04.08.2005,BOJONGSARI,DESA,PEREMPUAN,8487,JIWA,2019
2871,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280002,BOJONGSOANG,32.04.08,BOJONGSOANG,32.04.08.2002,BOJONGSOANG,DESA,LAKI-LAKI,10589,JIWA,2019
2872,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280002,BOJONGSOANG,32.04.08,BOJONGSOANG,32.04.08.2002,BOJONGSOANG,DESA,PEREMPUAN,10416,JIWA,2019
2873,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280003,LENGKONG,32.04.08,BOJONGSOANG,32.04.08.2001,LENGKONG,DESA,LAKI-LAKI,7351,JIWA,2019
2874,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280003,LENGKONG,32.04.08,BOJONGSOANG,32.04.08.2001,LENGKONG,DESA,PEREMPUAN,7100,JIWA,2019
2875,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280004,CIPAGALO,32.04.08,BOJONGSOANG,32.04.08.2004,CIPAGALO,DESA,LAKI-LAKI,10111,JIWA,2019
2876,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280004,CIPAGALO,32.04.08,BOJONGSOANG,32.04.08.2004,CIPAGALO,DESA,PEREMPUAN,10006,JIWA,2019
2877,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280005,BUAHBATU,32.04.08,BOJONGSOANG,32.04.08.2003,BUAHBATU,DESA,LAKI-LAKI,7128,JIWA,2019
2878,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280005,BUAHBATU,32.04.08,BOJONGSOANG,32.04.08.2003,BUAHBATU,DESA,PEREMPUAN,7013,JIWA,2019
2879,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280006,TEGALLUAR,32.04.08,BOJONGSOANG,32.04.08.2006,TEGALLUAR,DESA,LAKI-LAKI,8716,JIWA,2019
2880,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204280,BOJONGSOANG,3204280006,TEGALLUAR,32.04.08,BOJONGSOANG,32.04.08.2006,TEGALLUAR,DESA,PEREMPUAN,8341,JIWA,2019
2881,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290001,CIBIRU HILIR,32.04.05,CILEUNYI,32.04.05.2005,CIBIRU HILIR,DESA,LAKI-LAKI,9440,JIWA,2019
2882,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290001,CIBIRU HILIR,32.04.05,CILEUNYI,32.04.05.2005,CIBIRU HILIR,DESA,PEREMPUAN,9135,JIWA,2019
2883,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290002,CINUNUK,32.04.05,CILEUNYI,32.04.05.2004,CINUNUK,DESA,LAKI-LAKI,5720,JIWA,2019
2884,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290002,CINUNUK,32.04.05,CILEUNYI,32.04.05.2004,CINUNUK,DESA,PEREMPUAN,5414,JIWA,2019
2885,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290003,CIMEKAR,32.04.05,CILEUNYI,32.04.05.2003,CIMEKAR,DESA,LAKI-LAKI,23942,JIWA,2019
2886,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290003,CIMEKAR,32.04.05,CILEUNYI,32.04.05.2003,CIMEKAR,DESA,PEREMPUAN,23436,JIWA,2019
2887,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290004,CILEUNYI KULON,32.04.05,CILEUNYI,32.04.05.2001,CILEUNYI KULON,DESA,LAKI-LAKI,16368,JIWA,2019
2888,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290004,CILEUNYI KULON,32.04.05,CILEUNYI,32.04.05.2001,CILEUNYI KULON,DESA,PEREMPUAN,15661,JIWA,2019
2889,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290005,CILEUNYI WETAN,32.04.05,CILEUNYI,32.04.05.2002,CILEUNYI WETAN,DESA,LAKI-LAKI,17622,JIWA,2019
2890,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290005,CILEUNYI WETAN,32.04.05,CILEUNYI,32.04.05.2002,CILEUNYI WETAN,DESA,PEREMPUAN,17139,JIWA,2019
2891,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290006,CIBIRU WETAN,32.04.05,CILEUNYI,32.04.05.2006,CIBIRU WETAN,DESA,LAKI-LAKI,12157,JIWA,2019
2892,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204290,CILEUNYI,3204290006,CIBIRU WETAN,32.04.05,CILEUNYI,32.04.05.2006,CIBIRU WETAN,DESA,PEREMPUAN,11737,JIWA,2019
2893,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300001,GIRIMEKAR,32.04.07,CILENGKRANG,32.04.07.2006,GIRIMEKAR,DESA,LAKI-LAKI,9006,JIWA,2019
2894,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300001,GIRIMEKAR,32.04.07,CILENGKRANG,32.04.07.2006,GIRIMEKAR,DESA,PEREMPUAN,8689,JIWA,2019
2895,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300002,JATIENDAH,32.04.07,CILENGKRANG,32.04.07.2001,JATIENDAH,DESA,LAKI-LAKI,2482,JIWA,2019
2896,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300002,JATIENDAH,32.04.07,CILENGKRANG,32.04.07.2001,JATIENDAH,DESA,PEREMPUAN,2425,JIWA,2019
2897,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300003,MELATIWANGI,32.04.07,CILENGKRANG,32.04.07.2004,MELATIWANGI,DESA,LAKI-LAKI,10992,JIWA,2019
2898,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300003,MELATIWANGI,32.04.07,CILENGKRANG,32.04.07.2004,MELATIWANGI,DESA,PEREMPUAN,10698,JIWA,2019
2899,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300004,CIPANJALU,32.04.07,CILENGKRANG,32.04.07.2003,CIPANJALU,DESA,LAKI-LAKI,2819,JIWA,2019
2900,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300004,CIPANJALU,32.04.07,CILENGKRANG,32.04.07.2003,CIPANJALU,DESA,PEREMPUAN,2735,JIWA,2019
2901,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300005,CIPOREAT,32.04.07,CILENGKRANG,32.04.07.2005,CIPOREAT,DESA,LAKI-LAKI,6676,JIWA,2019
2902,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300005,CIPOREAT,32.04.07,CILENGKRANG,32.04.07.2005,CIPOREAT,DESA,PEREMPUAN,6370,JIWA,2019
2903,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300006,CILENGKRANG,32.04.07,CILENGKRANG,32.04.07.2002,CILENGKRANG,DESA,LAKI-LAKI,2878,JIWA,2019
2904,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204300,CILENGKRANG,3204300006,CILENGKRANG,32.04.07,CILENGKRANG,32.04.07.2002,CILENGKRANG,DESA,PEREMPUAN,2704,JIWA,2019
2905,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310001,CIBEUNYING,32.04.06,CIMENYAN,32.04.06.1002,CIBEUNYING,KELURAHAN,LAKI-LAKI,6292,JIWA,2019
2906,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310001,CIBEUNYING,32.04.06,CIMENYAN,32.04.06.1002,CIBEUNYING,KELURAHAN,PEREMPUAN,6002,JIWA,2019
2907,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310002,PADASUKA,32.04.06,CIMENYAN,32.04.06.1001,PADASUKA,KELURAHAN,LAKI-LAKI,3172,JIWA,2019
2908,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310002,PADASUKA,32.04.06,CIMENYAN,32.04.06.1001,PADASUKA,KELURAHAN,PEREMPUAN,3117,JIWA,2019
2909,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310003,MANDALAMEKAR,32.04.06,CIMENYAN,32.04.06.2004,MANDALAMEKAR,DESA,LAKI-LAKI,4272,JIWA,2019
2910,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310003,MANDALAMEKAR,32.04.06,CIMENYAN,32.04.06.2004,MANDALAMEKAR,DESA,PEREMPUAN,4026,JIWA,2019
2911,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310004,CIKADUT,32.04.06,CIMENYAN,32.04.06.2005,CIKADUT,DESA,LAKI-LAKI,7556,JIWA,2019
2912,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310004,CIKADUT,32.04.06,CIMENYAN,32.04.06.2005,CIKADUT,DESA,PEREMPUAN,7186,JIWA,2019
2913,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310005,SINDANGLAYA,32.04.06,CIMENYAN,32.04.06.2007,SINDANGLAYA,DESA,LAKI-LAKI,1544,JIWA,2019
2914,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310005,SINDANGLAYA,32.04.06,CIMENYAN,32.04.06.2007,SINDANGLAYA,DESA,PEREMPUAN,1553,JIWA,2019
2915,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310006,MEKARMANIK,32.04.06,CIMENYAN,32.04.06.2009,MEKARMANIK,DESA,LAKI-LAKI,2045,JIWA,2019
2916,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310006,MEKARMANIK,32.04.06,CIMENYAN,32.04.06.2009,MEKARMANIK,DESA,PEREMPUAN,1953,JIWA,2019
2917,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310007,CIMENYAN,32.04.06,CIMENYAN,32.04.06.2003,CIMENYAN,DESA,LAKI-LAKI,3445,JIWA,2019
2918,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310007,CIMENYAN,32.04.06,CIMENYAN,32.04.06.2003,CIMENYAN,DESA,PEREMPUAN,3234,JIWA,2019
2919,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310008,MEKARSALUYU,32.04.06,CIMENYAN,32.04.06.2008,MEKARSALUYU,DESA,LAKI-LAKI,8851,JIWA,2019
2920,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310008,MEKARSALUYU,32.04.06,CIMENYAN,32.04.06.2008,MEKARSALUYU,DESA,PEREMPUAN,8401,JIWA,2019
2921,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310009,CIBURIAL,32.04.06,CIMENYAN,32.04.06.2006,CIBURIAL,DESA,LAKI-LAKI,5114,JIWA,2019
2922,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3204310,CIMENYAN,3204310009,CIBURIAL,32.04.06,CIMENYAN,32.04.06.2006,CIBURIAL,DESA,PEREMPUAN,4802,JIWA,2019
2923,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010006,SUKAJAYA,32.05.35,CISEWU,32.05.35.2005,SUKAJAYA,DESA,LAKI-LAKI,1723,JIWA,2019
2924,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010006,SUKAJAYA,32.05.35,CISEWU,32.05.35.2005,SUKAJAYA,DESA,PEREMPUAN,1735,JIWA,2019
2925,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010007,CIKARANG,32.05.35,CISEWU,32.05.35.2004,CIKARANG,DESA,LAKI-LAKI,2621,JIWA,2019
2926,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010007,CIKARANG,32.05.35,CISEWU,32.05.35.2004,CIKARANG,DESA,PEREMPUAN,2597,JIWA,2019
2927,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010008,PAMALAYAN,32.05.35,CISEWU,32.05.35.2003,PAMALAYAN,DESA,LAKI-LAKI,1591,JIWA,2019
2928,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010008,PAMALAYAN,32.05.35,CISEWU,32.05.35.2003,PAMALAYAN,DESA,PEREMPUAN,1502,JIWA,2019
2929,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010009,CISEWU,32.05.35,CISEWU,32.05.35.2001,CISEWU,DESA,LAKI-LAKI,1611,JIWA,2019
2930,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010009,CISEWU,32.05.35,CISEWU,32.05.35.2001,CISEWU,DESA,PEREMPUAN,1449,JIWA,2019
2931,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010010,GIRIMUKTI,32.05.35,CISEWU,32.05.35.2002,GIRIMUKTI,DESA,LAKI-LAKI,853,JIWA,2019
2932,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010010,GIRIMUKTI,32.05.35,CISEWU,32.05.35.2002,GIRIMUKTI,DESA,PEREMPUAN,785,JIWA,2019
2933,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010011,NYALINDUNG,32.05.35,CISEWU,32.05.35.2006,NYALINDUNG,DESA,LAKI-LAKI,1868,JIWA,2019
2934,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010011,NYALINDUNG,32.05.35,CISEWU,32.05.35.2006,NYALINDUNG,DESA,PEREMPUAN,1754,JIWA,2019
2935,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010012,KARANGSEWU,32.05.35,CISEWU,32.05.35.2007,KARANGSEWU,DESA,LAKI-LAKI,1026,JIWA,2019
2936,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010012,KARANGSEWU,32.05.35,CISEWU,32.05.35.2007,KARANGSEWU,DESA,PEREMPUAN,997,JIWA,2019
2937,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010013,MEKARSEWU,32.05.35,CISEWU,32.05.35.2008,MEKARSEWU,DESA,LAKI-LAKI,1633,JIWA,2019
2938,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010013,MEKARSEWU,32.05.35,CISEWU,32.05.35.2008,MEKARSEWU,DESA,PEREMPUAN,1555,JIWA,2019
2939,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010014,PANGGALIH,32.05.35,CISEWU,32.05.35.2009,PANGGALIH,DESA,LAKI-LAKI,2302,JIWA,2019
2940,32,JAWA BARAT,3205,KABUPATEN GARUT,3205010,CISEWU,3205010014,PANGGALIH,32.05.35,CISEWU,32.05.35.2009,PANGGALIH,DESA,PEREMPUAN,2100,JIWA,2019
2941,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011001,CIMAHI,32.05.36,CARINGIN,32.05.36.2003,CIMAHI,DESA,LAKI-LAKI,1548,JIWA,2019
2942,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011001,CIMAHI,32.05.36,CARINGIN,32.05.36.2003,CIMAHI,DESA,PEREMPUAN,1457,JIWA,2019
2943,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011002,INDRALAYANG,32.05.36,CARINGIN,32.05.36.2002,INDRALAYANG,DESA,LAKI-LAKI,2071,JIWA,2019
2944,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011002,INDRALAYANG,32.05.36,CARINGIN,32.05.36.2002,INDRALAYANG,DESA,PEREMPUAN,1926,JIWA,2019
2945,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011003,PURBAYANI,32.05.36,CARINGIN,32.05.36.2005,PURBAYANI,DESA,LAKI-LAKI,1658,JIWA,2019
2946,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011003,PURBAYANI,32.05.36,CARINGIN,32.05.36.2005,PURBAYANI,DESA,PEREMPUAN,1466,JIWA,2019
2947,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011004,CARINGIN,32.05.36,CARINGIN,32.05.36.2001,CARINGIN,KELURAHAN,LAKI-LAKI,2538,JIWA,2019
2948,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011004,CARINGIN,32.05.36,CARINGIN,32.05.36.2001,CARINGIN,KELURAHAN,PEREMPUAN,2295,JIWA,2019
2949,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011005,SUKARAME,32.05.36,CARINGIN,32.05.36.2004,SUKARAME,DESA,LAKI-LAKI,3680,JIWA,2019
2950,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011005,SUKARAME,32.05.36,CARINGIN,32.05.36.2004,SUKARAME,DESA,PEREMPUAN,3520,JIWA,2019
2951,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011006,SAMUDRAJAYA,32.05.36,CARINGIN,32.05.36.2006,SAMUDERAJAYA,DESA,LAKI-LAKI,2611,JIWA,2019
2952,32,JAWA BARAT,3205,KABUPATEN GARUT,3205011,CARINGIN,3205011006,SAMUDRAJAYA,32.05.36,CARINGIN,32.05.36.2006,SAMUDERAJAYA,DESA,PEREMPUAN,2476,JIWA,2019
2953,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020001,SELAAWI,32.05.37,TALEGONG,32.05.37.2006,SELAAWI,DESA,LAKI-LAKI,2285,JIWA,2019
2954,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020001,SELAAWI,32.05.37,TALEGONG,32.05.37.2006,SELAAWI,DESA,PEREMPUAN,2316,JIWA,2019
2955,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020002,MEKARMUKTI,32.05.37,TALEGONG,32.05.37.2003,MEKARMUKTI,DESA,LAKI-LAKI,5016,JIWA,2019
2956,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020002,MEKARMUKTI,32.05.37,TALEGONG,32.05.37.2003,MEKARMUKTI,DESA,PEREMPUAN,4738,JIWA,2019
2957,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020003,MEKARMULYA,32.05.37,TALEGONG,32.05.37.2004,MEKARMULYA,DESA,LAKI-LAKI,1206,JIWA,2019
2958,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020003,MEKARMULYA,32.05.37,TALEGONG,32.05.37.2004,MEKARMULYA,DESA,PEREMPUAN,1107,JIWA,2019
2959,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020004,SUKAMULYA,32.05.37,TALEGONG,32.05.37.2002,SUKAMULYA,DESA,LAKI-LAKI,6760,JIWA,2019
2960,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020004,SUKAMULYA,32.05.37,TALEGONG,32.05.37.2002,SUKAMULYA,DESA,PEREMPUAN,6280,JIWA,2019
2961,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020005,SUKAMAJU,32.05.37,TALEGONG,32.05.37.2001,SUKAMAJU,KELURAHAN,LAKI-LAKI,7930,JIWA,2019
2962,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020005,SUKAMAJU,32.05.37,TALEGONG,32.05.37.2001,SUKAMAJU,KELURAHAN,PEREMPUAN,7547,JIWA,2019
2963,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020006,SUKALAKSANA,32.05.37,TALEGONG,32.05.37.2005,SUKALAKSANA,DESA,LAKI-LAKI,2881,JIWA,2019
2964,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020006,SUKALAKSANA,32.05.37,TALEGONG,32.05.37.2005,SUKALAKSANA,DESA,PEREMPUAN,2744,JIWA,2019
2965,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020007,MEKARWANGI,32.05.37,TALEGONG,32.05.37.2007,MEKARWANGI,DESA,LAKI-LAKI,3448,JIWA,2019
2966,32,JAWA BARAT,3205,KABUPATEN GARUT,3205020,TALEGONG,3205020007,MEKARWANGI,32.05.37,TALEGONG,32.05.37.2007,MEKARWANGI,DESA,PEREMPUAN,3355,JIWA,2019
2967,32,JAWA BARAT,3205,KABUPATEN GARUT,3205030,BUNGBULANG,3205030001,SINARJAYA,32.05.31,BUNGBULANG,32.05.31.2008,SINARJAYA,DESA,LAKI-LAKI,2087,JIWA,2019
2968,32,JAWA BARAT,3205,KABUPATEN GARUT,3205030,BUNGBULANG,3205030001,SINARJAYA,32.05.31,BUNGBULANG,32.05.31.2008,SINARJAYA,DESA,PEREMPUAN,1735,JIWA,2019
